,0,1,2,3
0,0.06710428074002266,0.12887091636657716,0.1454065792262554,0.12282567769289017
1,0.08943450450897217,0.18668890910921618,0.16738518625497817,0.19166177771985532
2,0.0005683921976014972,0.09963421672582626,0.17137596923857928,0.14852182194590569
3,0.017353794956579804,0.003510241862386465,0.10272912010550499,0.1734084330499172
4,0.13183676600456237,0.09479346014559269,0.18907758556306362,0.18360457718372344
5,0.05853724852204323,0.07698446437716484,0.06756190024316311,0.11740095019340516
6,0.007811390422284603,0.05505346953868866,0.08028143122792245,0.1699655070900917
7,0.06523158363997936,0.025665041990578175,0.16509723737835885,0.1179024875164032
8,0.12396058309823274,0.09825286120176316,0.07842119932174682,0.10209009125828743
9,0.1242680422961712,0.04573178216814995,0.134099543094635,0.04022260457277298
10,0.018822833709418774,0.19377674451097845,0.10272912010550499,0.15586138106882572
11,0.00986743988469243,0.08888248652219773,0.1881884854286909,0.09693713039159775
12,0.0478079691529274,0.047790249437093736,0.026150605268776418,0.11845033913850785
13,0.19050020724534988,0.12217302024364471,0.045626583695411685,0.1926941632758826
14,0.06384390890598297,0.16259034369140862,0.08102303426712751,0.18459515748545527
15,0.015865692123770713,0.0922073844820261,0.12203355021774769,0.1660920724272728
16,0.1631430558860302,0.1633248120546341,0.12384319980628788,0.11844223886728286
17,0.05057341195642948,0.19797855791985058,0.14891944490373135,0.11421866789460182
18,0.06894469857215882,0.08118130490183831,0.1824176412934321,0.16413631290197372
19,0.0998844750225544,0.11312661487609148,0.16541442442685367,0.17093172930181028
20,0.004174509621225298,0.12945345249027013,0.01044660247862339,0.15772186554968357
21,0.057594000548124316,0.07767934296280146,0.16624348424375057,0.18071836195886135
22,0.0883663460612297,0.12865482941269873,0.13141278624534608,0.18876263350248337
23,0.09421802312135696,0.08399193659424782,0.15798472687602044,0.10040715783834457
24,0.17185333855450152,0.1985086930450052,0.06278455220162868,0.1698552444577217
25,0.012886925600469112,0.023171639908105134,0.18296402394771577,0.07098645195364953
26,0.0477467842400074,0.13082066122442484,0.09083169400691986,0.16915748007595538
27,0.053613593243062495,0.08055319096893072,0.18021967448294163,0.18125469861552118
28,0.038695741444826126,0.015148164983838797,0.17635503374040126,0.14948991257697344
29,0.09622609987854958,0.1981040070299059,0.15071156658232213,0.19814396125730127
30,0.028169535845518113,0.008971660672614234,0.1426191683858633,0.14054711908102036
31,0.0945813350379467,0.07463867850601673,0.1489040322601795,0.1607485070824623
32,0.014065633760765195,0.14770838133990766,0.12799384259851648,0.1507296860218048
33,0.05145952804014087,0.12529029101133346,0.14188667014241219,0.13994246870279312
34,0.08903264217078685,0.16089104060083628,0.15157485473901033,0.08240017816424369
35,0.05720391143113375,0.057328658923506734,0.18062994023784995,0.14881243035197259
36,0.0883663460612297,0.09684923738241195,0.17322245351970195,0.1836009352467954
37,0.04132570400834083,0.016406038659624755,0.10955787263810635,0.08312772065401078
38,0.1797758884727955,0.14057163372635842,0.11347963362932205,0.1531650496646762
39,0.04373920671641827,0.18922948706895112,0.11460119634866714,0.10431402157992124
40,0.05314631871879101,0.19121888051740826,0.0318020174279809,0.14564724862575532
41,0.008925939910113811,0.10062069743871689,0.04509030766785145,0.19084373563528062
42,0.05658676028251648,0.17927555330097675,0.17929422790184618,0.10512754321098328
43,0.09949699640274048,0.19850812520417094,0.19019734328612686,0.13903231713920833
44,0.029008644446730614,0.007496324926614761,0.06609991788864136,0.1651579227298498
45,0.013423885870724916,0.0005926966718106996,0.18161323451495265,0.1425915852189064
46,0.06758996397256851,0.10288719274103642,0.1363036414491944,0.11702329702675343
47,0.1404754027724266,0.14205570816993712,0.07647673934698104,0.15239292439073324
48,0.14795043952763082,0.19701926895650104,0.1774260574951768,0.1752992793917656
49,0.0537153959274292,0.1938178988173604,0.07950190752744675,0.12969668433070183
50,0.14812958389520645,0.020342818275094033,0.13390110414475204,0.16913885176181792
51,0.12614393262192608,0.1976145354914479,0.018942057341337203,0.09051996693015099
52,0.14557696282863616,0.07428524792194366,0.12242062315344811,0.15203091818839312
53,0.06448600515723228,0.1898255215026438,0.052297964692115784,0.12557307370007037
54,0.12396058309823274,0.03296159747987985,0.15394628643989564,0.09942513555288315
55,0.14812958389520645,0.13257266075816004,0.18775610737502574,0.1294355273246765
