,0,1,2,3,4
0,0.19166177771985532,0.1454065792262554,0.18668890910921618,0.12887091636657716,0.06710428074002266
1,0.1179024875164032,0.16738518625497817,0.09963421672582626,0.09479346014559269,0.08943450450897217
2,0.1926941632758826,0.12282567769289017,0.003510241862386465,0.05505346953868866,0.0005683921976014972
3,0.18876263350248337,0.17137596923857928,0.07698446437716484,0.025665041990578175,0.05853724852204323
4,0.1836009352467954,0.10272912010550499,0.134099543094635,0.09825286120176316,0.007811390422284603
5,0.14564724862575532,0.18907758556306362,0.08888248652219773,0.04573178216814995,0.06523158363997936
6,0.11702329702675343,0.06756190024316311,0.047790249437093736,0.19377674451097845,0.12396058309823274
7,0.16913885176181792,0.08028143122792245,0.08102303426712751,0.16259034369140862,0.1242680422961712
8,0.15203091818839312,0.16509723737835885,0.12217302024364471,0.0922073844820261,0.018822833709418774
9,0.16893532276153564,0.07842119932174682,0.12384319980628788,0.1633248120546341,0.00986743988469243
10,0.14081883579492568,0.10272912010550499,0.06278455220162868,0.11312661487609148,0.0478079691529274
11,0.18437063619494437,0.1881884854286909,0.19797855791985058,0.12865482941269873,0.19050020724534988
12,0.18755759224295615,0.026150605268776418,0.08118130490183831,0.08399193659424782,0.06384390890598297
13,0.14594123065471648,0.14852182194590569,0.15157485473901033,0.023171639908105134,0.015865692123770713
14,0.16975645422935487,0.045626583695411685,0.12945345249027013,0.13082066122442484,0.1631430558860302
15,0.06924023181200027,0.12203355021774769,0.07767934296280146,0.08055319096893072,0.05057341195642948
16,0.15674014016985893,0.14891944490373135,0.04509030766785145,0.015148164983838797,0.06894469857215882
17,0.11595048531889915,0.1734084330499172,0.18161323451495265,0.1981040070299059,0.0998844750225544
18,0.0990970253944397,0.1824176412934321,0.1985086930450052,0.008971660672614234,0.004174509621225298
19,0.16871353164315223,0.16541442442685367,0.14770838133990766,0.07463867850601673,0.057594000548124316
20,0.10170674324035645,0.18360457718372344,0.018942057341337203,0.12529029101133346,0.0883663460612297
21,0.16056927517056466,0.01044660247862339,0.11005829758942128,0.16089104060083628,0.17185333855450152
22,0.1726911634206772,0.11740095019340516,0.17774961499962955,0.057328658923506734,0.012886925600469112
23,0.14358436465263366,0.1699655070900917,0.007496324926614761,0.09684923738241195,0.0477467842400074
24,0.11523818895220757,0.16624348424375057,0.0,0.016406038659624755,0.053613593243062495
25,0.18221612684428692,0.13141278624534608,0.08568517714738846,0.14057163372635842,0.038695741444826126
26,0.15284439027309418,0.15798472687602044,0.15496558472514152,0.18922948706895112,0.09622609987854958
27,0.10405806005001068,0.18296402394771577,0.1898255215026438,0.19121888051740826,0.0945813350379467
28,0.1938435511197895,0.09083169400691986,0.04400400966405869,0.10062069743871689,0.014065633760765195
29,0.1187364175915718,0.18021967448294163,0.13257266075816004,0.17927555330097675,0.05145952804014087
30,0.16973935067653656,0.17635503374040126,0.076576317101717,0.19850812520417094,0.05720391143113375
31,0.13582981377840042,0.15071156658232213,0.09546027593314647,0.0005926966718106996,0.0883663460612297
32,0.09954129159450531,0.1426191683858633,0.13591782967559993,0.10288719274103642,0.04132570400834083
33,0.09221211578696967,0.1489040322601795,0.1612268637865782,0.017353794956579804,0.05314631871879101
34,0.1274913877248764,0.12799384259851648,0.1236201912164688,0.14205570816993712,0.008925939910113811
35,0.1602722555398941,0.14188667014241219,0.1791816265322268,0.19701926895650104,0.05658676028251648
36,0.16893532276153564,0.18062994023784995,0.11285213828086853,0.1938178988173604,0.09949699640274048
37,0.18073751195333898,0.17322245351970195,0.14032129887491465,0.020342818275094033,0.029008644446730614
38,0.1794702049344778,0.10955787263810635,0.07116356268525123,0.13183676600456237,0.013423885870724916
39,0.18611668422818184,0.11347963362932205,0.05579809956252575,0.1976145354914479,0.06758996397256851
40,0.1747553754132241,0.11460119634866714,0.13219446428120135,0.07428524792194366,0.1404754027724266
41,0.16810278482735158,0.0318020174279809,0.15662646084092557,0.03296159747987985,0.0537153959274292
42,0.1750978384166956,0.17929422790184618,0.1256428398191929,0.07696053683757782,0.14812958389520645
43,0.18875966388732196,0.19019734328612686,0.043422859907150266,0.033275341428816316,0.14557696282863616
44,0.18611668422818184,0.06609991788864136,0.18494737185537816,0.10514705032110214,0.06448600515723228
45,0.18866021409630776,0.1363036414491944,0.1566401183623384,0.03097562901675701,0.12396058309823274
46,0.1383907064795494,0.10209009125828743,0.185279181599617,0.17742726178839802,0.14812958389520645
47,0.18169567845761775,0.07647673934698104,0.06684340536594391,0.06999487243592739,0.005027990718372166
48,0.13082178831100463,0.1774260574951768,0.015105079673230649,0.10370227247476578,0.10784435123205185
49,0.19993552057931083,0.07950190752744675,0.13194246590137482,0.05676919107791036,0.08727963641285896
50,0.14913922175765038,0.13390110414475204,0.14606138835661114,0.06350002698600292,0.05519046634435654
51,0.15893064327538015,0.04022260457277298,0.016590219363570212,0.09822412021458149,0.16719949506223203
52,0.11215906552970409,0.12242062315344811,0.07860274873673916,0.04927680864930153,0.17840841524302958
53,0.18611668422818184,0.052297964692115784,0.1309002786874771,0.135966008156538,0.06507193706929684
54,0.18401729175820947,0.15394628643989564,0.16218667113571428,0.1190784752368927,0.12405952662229539
55,0.16810278482735158,0.18775610737502574,0.184630324319005,0.03368074968457222,0.06710428074002266
56,0.1949449632782489,0.13668518885970116,0.19939937245799227,0.1566543087363243,0.12683314383029937
57,0.10896188765764236,0.18503072941675783,0.061032246612012384,0.12033829540014267,0.0060379384085536
58,0.16823465451598169,0.11980376812280155,0.04069537073373795,0.1812968909740448,0.056889253109693526
59,0.10896188765764236,0.19290154287591577,0.17248696722090245,0.007202595937997103,0.18982729520648717
60,0.09000172913074493,0.15586138106882572,0.15437091700732708,0.11301813051104545,0.0357686460018158
61,0.1412440478336066,0.11634251209907234,0.13172194547951221,0.12357585430145264,0.1061672855168581
62,0.11981805339455605,0.0605956681072712,0.06931657241657377,0.17232742267660797,0.07196704372763633
63,0.18109336569905282,0.19497124901972712,0.08814810365438461,0.06916513741016388,0.015454713255167007
