,0,1,2,3,4,5
0,0.19166177771985532,0.16738518625497817,0.1454065792262554,0.18668890910921618,0.12887091636657716,0.06710428074002266
1,0.1179024875164032,0.12282567769289017,0.08028143122792245,0.09963421672582626,0.09479346014559269,0.08943450450897217
2,0.1926941632758826,0.17137596923857928,0.16509723737835885,0.003510241862386465,0.05505346953868866,0.0005683921976014972
3,0.18876263350248337,0.10272912010550499,0.134099543094635,0.07698446437716484,0.025665041990578175,0.05853724852204323
4,0.1836009352467954,0.18907758556306362,0.08102303426712751,0.09825286120176316,0.04573178216814995,0.007811390422284603
5,0.14564724862575532,0.06756190024316311,0.12384319980628788,0.08888248652219773,0.19377674451097845,0.06523158363997936
6,0.11702329702675343,0.07842119932174682,0.01044660247862339,0.047790249437093736,0.16259034369140862,0.12396058309823274
7,0.16913885176181792,0.10272912010550499,0.06278455220162868,0.12217302024364471,0.0922073844820261,0.1242680422961712
8,0.15203091818839312,0.1881884854286909,0.18296402394771577,0.19797855791985058,0.1633248120546341,0.018822833709418774
9,0.16893532276153564,0.026150605268776418,0.15157485473901033,0.08118130490183831,0.11312661487609148,0.00986743988469243
10,0.14081883579492568,0.14852182194590569,0.11460119634866714,0.12945345249027013,0.12865482941269873,0.0478079691529274
11,0.18437063619494437,0.045626583695411685,0.06609991788864136,0.07767934296280146,0.08055319096893072,0.19050020724534988
12,0.18755759224295615,0.12203355021774769,0.18161323451495265,0.04509030766785145,0.015148164983838797,0.06384390890598297
13,0.14594123065471648,0.14891944490373135,0.1363036414491944,0.08399193659424782,0.07463867850601673,0.015865692123770713
14,0.16975645422935487,0.1734084330499172,0.13668518885970116,0.1985086930450052,0.16089104060083628,0.1631430558860302
15,0.06924023181200027,0.1824176412934321,0.11005829758942128,0.023171639908105134,0.057328658923506734,0.05057341195642948
16,0.15674014016985893,0.16541442442685367,0.13640636105265003,0.13082066122442484,0.09684923738241195,0.06894469857215882
17,0.11595048531889915,0.18360457718372344,0.17774961499962955,0.1981040070299059,0.016406038659624755,0.0998844750225544
18,0.0990970253944397,0.11740095019340516,0.08341549560427666,0.008971660672614234,0.14057163372635842,0.004174509621225298
19,0.16871353164315223,0.1699655070900917,0.0,0.14770838133990766,0.18922948706895112,0.057594000548124316
20,0.10170674324035645,0.16624348424375057,0.08568517714738846,0.018942057341337203,0.19121888051740826,0.0883663460612297
21,0.16056927517056466,0.13141278624534608,0.15496558472514152,0.12529029101133346,0.17927555330097675,0.17185333855450152
22,0.1726911634206772,0.15798472687602044,0.04400400966405869,0.10062069743871689,0.19850812520417094,0.012886925600469112
23,0.14358436465263366,0.09083169400691986,0.19437087830156088,0.007496324926614761,0.0005926966718106996,0.0477467842400074
24,0.11523818895220757,0.18021967448294163,0.076576317101717,0.14205570816993712,0.10288719274103642,0.053613593243062495
25,0.18221612684428692,0.17635503374040126,0.08957517463713885,0.1976145354914479,0.017353794956579804,0.038695741444826126
26,0.15284439027309418,0.15071156658232213,0.10313927549868822,0.1898255215026438,0.19701926895650104,0.09622609987854958
27,0.10405806005001068,0.1426191683858633,0.05579809956252575,0.13257266075816004,0.1938178988173604,0.0945813350379467
28,0.1938435511197895,0.1489040322601795,0.13219446428120135,0.09546027593314647,0.020342818275094033,0.014065633760765195
29,0.1187364175915718,0.12799384259851648,0.15662646084092557,0.13591782967559993,0.13183676600456237,0.05145952804014087
30,0.16973935067653656,0.14188667014241219,0.043422859907150266,0.1612268637865782,0.07428524792194366,0.05720391143113375
31,0.13582981377840042,0.18062994023784995,0.11985724866390228,0.1236201912164688,0.03296159747987985,0.0883663460612297
32,0.09954129159450531,0.17322245351970195,0.185279181599617,0.1791816265322268,0.07696053683757782,0.04132570400834083
33,0.09221211578696967,0.10955787263810635,0.13194246590137482,0.11285213828086853,0.033275341428816316,0.05314631871879101
34,0.1274913877248764,0.11347963362932205,0.14606138835661114,0.14032129887491465,0.10514705032110214,0.008925939910113811
35,0.1602722555398941,0.0318020174279809,0.17548378817737104,0.07116356268525123,0.03097562901675701,0.05658676028251648
36,0.16893532276153564,0.17929422790184618,0.016590219363570212,0.1190784752368927,0.17742726178839802,0.09949699640274048
37,0.18073751195333898,0.19019734328612686,0.07860274873673916,0.1566543087363243,0.06999487243592739,0.029008644446730614
38,0.1794702049344778,0.10209009125828743,0.1020698994398117,0.1256428398191929,0.10370227247476578,0.013423885870724916
39,0.18611668422818184,0.07647673934698104,0.17077090814709664,0.18494737185537816,0.05676919107791036,0.06758996397256851
40,0.1747553754132241,0.1774260574951768,0.19939937245799227,0.1566401183623384,0.06350002698600292,0.1404754027724266
41,0.16810278482735158,0.07950190752744675,0.06736175214173272,0.11301813051104545,0.09822412021458149,0.0537153959274292
42,0.1750978384166956,0.13390110414475204,0.061032246612012384,0.12357585430145264,0.04927680864930153,0.14812958389520645
43,0.18875966388732196,0.04022260457277298,0.04069537073373795,0.06684340536594391,0.135966008156538,0.14557696282863616
44,0.18611668422818184,0.12242062315344811,0.1503752464428544,0.06916513741016388,0.03368074968457222,0.06448600515723228
45,0.18866021409630776,0.052297964692115784,0.1933847666485235,0.015105079673230649,0.12033829540014267,0.12396058309823274
46,0.1383907064795494,0.15394628643989564,0.17248696722090245,0.1309002786874771,0.1812968909740448,0.14812958389520645
47,0.18169567845761775,0.18775610737502574,0.08967419937252999,0.16218667113571428,0.007202595937997103,0.005027990718372166
48,0.13082178831100463,0.18503072941675783,0.15437091700732708,0.184630324319005,0.17232742267660797,0.10784435123205185
49,0.19993552057931083,0.11980376812280155,0.11917574852705001,0.11239658743143081,0.1529744009487331,0.08727963641285896
50,0.14913922175765038,0.19290154287591577,0.08760057725012302,0.06262957826256751,0.13833801113069058,0.05519046634435654
51,0.15893064327538015,0.15586138106882572,0.1365276575088501,0.13172194547951221,0.17256034016609192,0.16719949506223203
52,0.11215906552970409,0.11634251209907234,0.09614497739821673,0.06931657241657377,0.10669612921774388,0.17840841524302958
53,0.18611668422818184,0.0605956681072712,0.08814810365438461,0.0046856573317199945,0.027595719695091246,0.06507193706929684
54,0.18401729175820947,0.19497124901972712,0.08655612915754318,0.18402927555143833,0.13502192273736,0.12405952662229539
55,0.16810278482735158,0.12144740447402,0.09101184904575348,0.10106004029512405,0.15682593304663897,0.06710428074002266
56,0.1949449632782489,0.17137596923857928,0.18652292508631946,0.15468453865032644,0.12248872220516205,0.12683314383029937
57,0.10896188765764236,0.11314499089494348,0.07361955419182778,0.010458838194608688,0.19219418112188577,0.0060379384085536
58,0.16823465451598169,0.09693713039159775,0.06832463443279266,0.0929554671049118,0.09458664357662201,0.056889253109693526
59,0.10896188765764236,0.12101418189704419,0.11620281124487519,0.19942668837029487,0.09534432962536812,0.18982729520648717
60,0.09000172913074493,0.1613477504812181,0.17331576086580752,0.017783616576343773,0.12474986910820007,0.0357686460018158
61,0.1412440478336066,0.0751693627127679,0.13885965943336487,0.005274114385247231,0.1981400884105824,0.1061672855168581
62,0.11981805339455605,0.17908029034733772,0.04688531011343002,0.02763802111148834,0.08259544484317302,0.07196704372763633
63,0.18109336569905282,0.18070972813293337,0.009075185475012404,0.1463404302718118,0.19564855881035328,0.015454713255167007
64,0.14358436465263366,0.16653658049181103,0.10492672406726342,0.04408919513225555,0.17667195945978165,0.028639811649918558
65,0.16893532276153564,0.17646656990982593,0.17730932906270028,0.06528726741671562,0.15889711249619723,0.05658676028251648
66,0.15466866679489613,0.16075708717107773,0.1765066846855916,0.10527421087026596,0.19686639942228795,0.09773241765797139
67,0.14815801084041597,0.13987081199884416,0.04442646922543645,0.07490402236580848,0.012245088769122957,0.13181607536971568
68,0.14358436465263366,0.11291201375424861,0.012908439058810473,0.09527750313282013,0.17517779488116503,0.12614305429160594
69,0.12259702123701573,0.11845033913850785,0.054138924553990365,0.10011784806847572,0.07503560446202755,0.05608374625444412
70,0.18974266126751899,0.051369143277406694,0.13919344469904898,0.06058922540396452,0.04258317688945681,0.06987636219710111
71,0.1975936888717115,0.17137596923857928,0.18570916475728155,0.13178799971938132,0.029377224668860436,0.06514339745044709
72,0.08829373344779015,0.18907758556306362,0.10872968211770058,0.19633163060279912,0.07330863252282142,0.10672790519893169
73,0.18875966388732196,0.06449312306940555,0.16905248947441578,0.12543642818927764,0.02424458842724562,0.1367228277027607
74,0.14358436465263366,0.0868174321949482,0.1509540595114231,0.1630475554615259,0.00825575813651085,0.13727065783459694
75,0.18875966388732196,0.17050759438425303,0.16535588474580437,0.034467773512005806,0.14362494349479676,0.013969442062079906
76,0.16893532276153564,0.18871856704354287,0.14093706607818604,0.12788653671741484,0.18518894165754318,0.02545676352456212
77,0.1541039064526558,0.15468486845493318,0.07332173995673656,0.1297174733132124,0.017978770658373833,0.05955913923680782
