4.505901634693145752e-01,5.860976576805114746e-01
5.722548365592956543e-01,4.296557009220123291e-01
6.183816194534301758e-01,3.765302598476409912e-01
6.496969461441040039e-01,3.427924811840057373e-01
5.063165426254272461e-01,5.132340788841247559e-01
5.645037293434143066e-01,4.374505579471588135e-01
5.541312694549560547e-01,4.500342607498168945e-01
5.879082679748535156e-01,4.087229073047637939e-01
6.346586942672729492e-01,3.601128756999969482e-01
5.868982076644897461e-01,4.119479954242706299e-01
4.658623337745666504e-01,5.621681213378906250e-01
6.059006452560424805e-01,3.931211829185485840e-01
6.327303051948547363e-01,3.610619306564331055e-01
6.327303051948547363e-01,3.610619306564331055e-01
4.911715090274810791e-01,5.315047502517700195e-01
5.716778039932250977e-01,4.269241094589233398e-01
5.868982076644897461e-01,4.119479954242706299e-01
5.201532840728759766e-01,4.933486282825469971e-01
5.445103645324707031e-01,4.642273187637329102e-01
5.468505024909973145e-01,4.596267938613891602e-01
6.323828101158142090e-01,3.626800477504730225e-01
5.941844582557678223e-01,4.043797850608825684e-01
5.871583223342895508e-01,4.133493602275848389e-01
6.415485739707946777e-01,3.524956703186035156e-01
6.127264499664306641e-01,3.823650181293487549e-01
6.396180987358093262e-01,3.530586361885070801e-01
6.065605878829956055e-01,3.907239735126495361e-01
6.107962131500244141e-01,3.868495523929595947e-01
5.673484802246093750e-01,4.317012131214141846e-01
6.240877509117126465e-01,3.713383674621582031e-01
5.387203097343444824e-01,4.706633388996124268e-01
6.539207696914672852e-01,3.389111459255218506e-01
6.322682499885559082e-01,3.632461726665496826e-01
5.883677005767822266e-01,4.111790359020233154e-01
6.391742825508117676e-01,3.549646437168121338e-01
4.656645655632019043e-01,5.649877190589904785e-01
6.538046598434448242e-01,3.396295607089996338e-01
4.637676179409027100e-01,5.672575235366821289e-01
6.275096535682678223e-01,3.668580949306488037e-01
4.469093382358551025e-01,5.907033085823059082e-01
6.630001664161682129e-01,3.280320763587951660e-01
5.549831390380859375e-01,4.487721025943756104e-01
6.234652400016784668e-01,3.685816526412963867e-01
4.728260338306427002e-01,5.559142231941223145e-01
6.450667381286621094e-01,3.438369929790496826e-01
5.272973775863647461e-01,4.871037304401397705e-01
6.199259161949157715e-01,3.762895464897155762e-01
6.404791474342346191e-01,3.526749014854431152e-01
5.924770832061767578e-01,4.069015085697174072e-01
5.387203097343444824e-01,4.706633388996124268e-01
6.057478785514831543e-01,3.921944797039031982e-01
5.644031763076782227e-01,4.383274018764495850e-01
5.919904708862304688e-01,4.061718285083770752e-01
5.031542778015136719e-01,5.154350996017456055e-01
6.286947131156921387e-01,3.666220307350158691e-01
5.007335543632507324e-01,5.214911699295043945e-01
5.482657551765441895e-01,4.551280140876770020e-01
5.506780147552490234e-01,4.529532790184020996e-01
6.157383322715759277e-01,3.802583813667297363e-01
4.667321741580963135e-01,5.650260448455810547e-01
6.553965210914611816e-01,3.365519940853118896e-01
4.417505860328674316e-01,5.988618135452270508e-01
5.382163524627685547e-01,4.721679687500000000e-01
5.027291774749755859e-01,5.171467661857604980e-01
6.808613538742065430e-01,3.084931671619415283e-01
6.299466490745544434e-01,3.658970892429351807e-01
4.476007819175720215e-01,5.909085273742675781e-01
6.441665291786193848e-01,3.493053913116455078e-01
4.924038648605346680e-01,5.344346165657043457e-01
6.255616545677185059e-01,3.701609373092651367e-01
6.248762011528015137e-01,3.696658909320831299e-01
6.256195306777954102e-01,3.696689903736114502e-01
5.118149518966674805e-01,5.077866315841674805e-01
4.715873003005981445e-01,5.562070012092590332e-01
5.139361619949340820e-01,5.039916038513183594e-01
6.413707137107849121e-01,3.534621894359588623e-01
5.579239130020141602e-01,4.452976584434509277e-01
5.031542778015136719e-01,5.154350996017456055e-01
6.062467694282531738e-01,3.922481536865234375e-01
6.255616545677185059e-01,3.701609373092651367e-01
6.805368661880493164e-01,3.087064325809478760e-01
5.736582279205322266e-01,4.284567832946777344e-01
5.866121053695678711e-01,4.090853929519653320e-01
5.331251025199890137e-01,4.775334298610687256e-01
5.335584282875061035e-01,4.782473742961883545e-01
6.202695369720458984e-01,3.765090405941009521e-01
4.428912401199340820e-01,5.978358387947082520e-01
6.318768262863159180e-01,3.629605472087860107e-01
5.162034630775451660e-01,5.005484223365783691e-01
4.051391482353210449e-01,6.532621383666992188e-01
6.011191606521606445e-01,3.956227004528045654e-01
6.355698108673095703e-01,3.576812446117401123e-01
6.479803323745727539e-01,3.435715138912200928e-01
6.027312278747558594e-01,3.927406966686248779e-01
5.902047753334045410e-01,4.089172184467315674e-01
4.880145490169525146e-01,5.358682274818420410e-01
6.285648941993713379e-01,3.666910529136657715e-01
5.845001935958862305e-01,4.141778051853179932e-01
4.066458642482757568e-01,6.502981185913085938e-01
4.717842936515808105e-01,5.572555661201477051e-01
4.474549889564514160e-01,5.895578265190124512e-01
6.539489030838012695e-01,3.374910354614257812e-01
6.180146932601928711e-01,3.794083595275878906e-01
4.357379674911499023e-01,6.094740629196166992e-01
4.686817228794097900e-01,5.618264675140380859e-01
5.506780147552490234e-01,4.529532790184020996e-01
6.286947131156921387e-01,3.666220307350158691e-01
5.440361499786376953e-01,4.654771685600280762e-01
5.072104334831237793e-01,5.112859606742858887e-01
5.683743953704833984e-01,4.335298240184783936e-01
6.579642295837402344e-01,3.349699378013610840e-01
6.267814040184020996e-01,3.684758841991424561e-01
4.474549889564514160e-01,5.895578265190124512e-01
6.719737648963928223e-01,3.182900249958038330e-01
6.084126234054565430e-01,3.898689150810241699e-01
6.108697056770324707e-01,3.862837255001068115e-01
5.701092481613159180e-01,4.302678704261779785e-01
6.278514862060546875e-01,3.686723709106445312e-01
5.733406543731689453e-01,4.281086027622222900e-01
4.477814733982086182e-01,5.904162526130676270e-01
5.773857831954956055e-01,4.227963984012603760e-01
5.275336503982543945e-01,4.831549525260925293e-01
5.055905580520629883e-01,5.160762667655944824e-01
5.883677005767822266e-01,4.111790359020233154e-01
5.365750789642333984e-01,4.712928235530853271e-01
4.392970800399780273e-01,6.029571890830993652e-01
6.408549547195434570e-01,3.515711724758148193e-01
6.011191606521606445e-01,3.956227004528045654e-01
5.209090113639831543e-01,4.931519329547882080e-01
5.972343087196350098e-01,3.966413736343383789e-01
5.972343087196350098e-01,3.966413736343383789e-01
6.249721646308898926e-01,3.681395053863525391e-01
5.688272118568420410e-01,4.333716034889221191e-01
4.257347583770751953e-01,6.252940893173217773e-01
6.106170415878295898e-01,3.876820802688598633e-01
5.455577969551086426e-01,4.630878269672393799e-01
6.285648941993713379e-01,3.666910529136657715e-01
6.150513291358947754e-01,3.828082680702209473e-01
6.155762672424316406e-01,3.812912404537200928e-01
6.217416524887084961e-01,3.739898800849914551e-01
6.005264520645141602e-01,3.970200419425964355e-01
6.546107530593872070e-01,3.381893336772918701e-01
6.254212856292724609e-01,3.685444295406341553e-01
5.972343087196350098e-01,3.966413736343383789e-01
6.217416524887084961e-01,3.739898800849914551e-01
6.651223301887512207e-01,3.258565366268157959e-01
5.445339679718017578e-01,4.616376459598541260e-01
5.445339679718017578e-01,4.616376459598541260e-01
6.027312278747558594e-01,3.927406966686248779e-01
6.440225839614868164e-01,3.497300148010253906e-01
6.155762672424316406e-01,3.812912404537200928e-01
5.902047753334045410e-01,4.089172184467315674e-01
5.972343087196350098e-01,3.966413736343383789e-01
4.381617605686187744e-01,6.022616028785705566e-01
4.628238976001739502e-01,5.680525302886962891e-01
5.845001935958862305e-01,4.141778051853179932e-01
4.622832238674163818e-01,5.696865320205688477e-01
4.703919589519500732e-01,5.577117800712585449e-01
4.476007819175720215e-01,5.909085273742675781e-01
5.275336503982543945e-01,4.831549525260925293e-01
5.503532886505126953e-01,4.540725350379943848e-01
4.716447889804840088e-01,5.571233034133911133e-01
4.745838344097137451e-01,5.562412738800048828e-01
5.774082541465759277e-01,4.207429885864257812e-01
6.651223301887512207e-01,3.258565366268157959e-01
4.298273622989654541e-01,6.180409789085388184e-01
4.480700492858886719e-01,5.879753828048706055e-01
6.084126234054565430e-01,3.898689150810241699e-01
4.996338188648223877e-01,5.213975906372070312e-01
6.010186672210693359e-01,3.966484665870666504e-01
4.648933410644531250e-01,5.632104277610778809e-01
3.964554369449615479e-01,6.673286557197570801e-01
5.503532886505126953e-01,4.540725350379943848e-01
4.420500099658966064e-01,5.975068211555480957e-01
5.250672101974487305e-01,4.862996041774749756e-01
5.326950550079345703e-01,4.773482084274291992e-01
5.481235384941101074e-01,4.559651613235473633e-01
6.180045008659362793e-01,3.792770504951477051e-01
6.010328531265258789e-01,3.981017768383026123e-01
